0,0,0,20,0.0125126,0,-1,0,-9.8,
0,0,0,20,5.63585,0,-1,0,-9.8,
4,0,0,20,1.93304,0,-1,0,-9.8,
4,0,12.3607,20,8.08741,0,-1,0,-9.8,
8,0,0,20,5.85009,0,-1,0,-9.8,
8,0,23.5114,20,4.79873,0,-1,0,-9.8,
12,0,0,20,3.50291,0,-1,0,-9.8,
12,0,32.3607,20,8.95962,0,-1,0,-9.8,
16,0,0,20,8.2284,0,-1,0,-9.8,
16,0,38.0423,20,7.46605,0,-1,0,-9.8,
20,0,0,20,1.74108,0,-1,0,-9.8,
20,0,40,20,8.58943,0,-1,0,-9.8,
24,0,0,20,7.10501,0,-1,0,-9.8,
24,0,38.0423,20,5.13535,0,-1,0,-9.8,
28,0,0,20,3.03995,0,-1,0,-9.8,
28,0,32.3607,20,0.149846,0,-1,0,-9.8,
32,0,0,20,0.914029,0,-1,0,-9.8,
32,0,23.5114,20,3.64452,0,-1,0,-9.8,
36,0,0,20,1.47313,0,-1,0,-9.8,
36,0,12.3607,20,1.65899,0,-1,0,-9.8,
0,1,0,20,9.88525,0,-1,0,-9.8,
0,1,0,20,4.45692,0,-1,0,-9.8,
4,1,0,20,1.19083,0,-1,0,-9.8,
4,1,12.3607,20,0.0466933,0,-1,0,-9.8,
8,1,0,20,0.089114,0,-1,0,-9.8,
8,1,23.5114,20,3.7788,0,-1,0,-9.8,
12,1,0,20,5.31663,0,-1,0,-9.8,
12,1,32.3607,20,5.71184,0,-1,0,-9.8,
16,1,0,20,6.01764,0,-1,0,-9.8,
16,1,38.0423,20,6.07166,0,-1,0,-9.8,
20,1,0,20,1.66234,0,-1,0,-9.8,
20,1,40,20,6.63045,0,-1,0,-9.8,
24,1,0,20,4.50789,0,-1,0,-9.8,
24,1,38.0423,20,3.52123,0,-1,0,-9.8,
28,1,0,20,0.570391,0,-1,0,-9.8,
28,1,32.3607,20,6.07685,0,-1,0,-9.8,
32,1,0,20,7.83319,0,-1,0,-9.8,
32,1,23.5114,20,8.02606,0,-1,0,-9.8,
36,1,0,20,5.19883,0,-1,0,-9.8,
36,1,12.3607,20,3.0195,0,-1,0,-9.8,
0,2,0,20,8.75973,0,-1,0,-9.8,
0,2,0,20,7.26676,0,-1,0,-9.8,
4,2,0,20,9.55901,0,-1,0,-9.8,
4,2,12.3607,20,9.25718,0,-1,0,-9.8,
8,2,0,20,5.39354,0,-1,0,-9.8,
8,2,23.5114,20,1.42338,0,-1,0,-9.8,
12,2,0,20,4.62081,0,-1,0,-9.8,
12,2,32.3607,20,2.35328,0,-1,0,-9.8,
16,2,0,20,8.62239,0,-1,0,-9.8,
16,2,38.0423,20,2.09601,0,-1,0,-9.8,
20,2,0,20,7.79656,0,-1,0,-9.8,
20,2,40,20,8.43654,0,-1,0,-9.8,
24,2,0,20,9.96796,0,-1,0,-9.8,
24,2,38.0423,20,9.99695,0,-1,0,-9.8,
28,2,0,20,6.11499,0,-1,0,-9.8,
28,2,32.3607,20,3.92438,0,-1,0,-9.8,
32,2,0,20,2.66213,0,-1,0,-9.8,
32,2,23.5114,20,2.97281,0,-1,0,-9.8,
36,2,0,20,8.40144,0,-1,0,-9.8,
36,2,12.3607,20,0.237434,0,-1,0,-9.8,
0,3,0,20,3.75866,0,-1,0,-9.8,
0,3,0,20,0.926237,0,-1,0,-9.8,
4,3,0,20,6.77206,0,-1,0,-9.8,
4,3,12.3607,20,0.562151,0,-1,0,-9.8,
8,3,0,20,0.0878933,0,-1,0,-9.8,
8,3,23.5114,20,9.1879,0,-1,0,-9.8,
12,3,0,20,2.75887,0,-1,0,-9.8,
12,3,32.3607,20,2.72897,0,-1,0,-9.8,
16,3,0,20,5.87909,0,-1,0,-9.8,
16,3,38.0423,20,6.91183,0,-1,0,-9.8,
20,3,0,20,8.37611,0,-1,0,-9.8,
20,3,40,20,7.26493,0,-1,0,-9.8,
24,3,0,20,4.84939,0,-1,0,-9.8,
24,3,38.0423,20,2.05359,0,-1,0,-9.8,
28,3,0,20,7.43736,0,-1,0,-9.8,
28,3,32.3607,20,4.68459,0,-1,0,-9.8,
32,3,0,20,4.57961,0,-1,0,-9.8,
32,3,23.5114,20,9.49156,0,-1,0,-9.8,
36,3,0,20,7.44438,0,-1,0,-9.8,
36,3,12.3607,20,1.0828,0,-1,0,-9.8,
0,4,0,20,5.99048,0,-1,0,-9.8,
0,4,0,20,3.85235,0,-1,0,-9.8,
4,4,0,20,7.35008,0,-1,0,-9.8,
4,4,12.3607,20,6.08966,0,-1,0,-9.8,
8,4,0,20,5.72405,0,-1,0,-9.8,
8,4,23.5114,20,3.61339,0,-1,0,-9.8,
12,4,0,20,1.51555,0,-1,0,-9.8,
12,4,32.3607,20,2.25105,0,-1,0,-9.8,
16,4,0,20,4.25153,0,-1,0,-9.8,
